Formula	SW_Score	Satisfied
SEED: ForAll,0,<=,t,And,t,<=,10000000,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4750	-	-
00: ForAll,3321594,<=,t,And,t,<=,8199088,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4727.705329	30.0	False
01: ForAll,3351307,<=,t,And,t,<=,10670511,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4753.580443	30.0	False
02: ForAll,2358278,<=,t,And,t,<=,14461298,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4742.145117	30.0	False
03: ForAll,3232066,<=,t,And,t,<=,13969834,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4775.444583	30.0	True
04: ForAll,4622615,<=,t,And,t,<=,8343584,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4755.245566	30.0	True
05: ForAll,472896,<=,t,And,t,<=,8768684,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4787.875976	30.0	True
06: ForAll,4404988,<=,t,And,t,<=,11522758,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4709.581989	30.0	False
07: ForAll,4341288,<=,t,And,t,<=,10636714,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4783.393396	30.0	True
08: ForAll,1381140,<=,t,And,t,<=,7141219,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4779.344455	30.0	True
09: ForAll,666856,<=,t,And,t,<=,6333192,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4798.483453	30.0	True


