timestamp,trace1,trace2,trace3,trace4,trace5,trace6,trace7,trace8,trace9,trace10,trace11,trace12,trace13,trace14,trace15,trace16,trace17,trace18,trace19,trace20
0,"22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,01","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,02","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,03","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,04","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,05","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,06","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,07","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,08","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,09","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,1","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,11","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,12","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,13","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,14","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,15","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,16","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,17","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,18","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,19","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,2","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,21","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,22","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,23","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,24","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,25","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,26","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,27","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
"0,28","22,366771175819","1029,18317303955","7,41890061979859","1097,47879609702","58,819246743769","978,079781843631","33,9852599169263","961,538606996936","13,8167780268213","968,368294015523","54,1399801143204","1086,78296227933","48,3014631043037","1009,77322850898","8,2062036441235","988,37119837031","4,12526707224101","985,915872768714","2,29498166061688","1021,72666538947"
