0
	err	48,3014631043037
0,01
	err	48,3014631043037
0,02
	err	48,3014631043037
0,03
	err	48,3014631043037
0,04
	err	48,3014631043037
0,05
	err	48,3014631043037
0,06
	err	48,3014631043037
0,07
	err	48,3014631043037
0,08
	err	48,3014631043037
0,09
	err	48,3014631043037
0,1
	err	48,3014631043037
0,11
	err	48,3014631043037
0,12
	err	48,3014631043037
0,13
	err	48,3014631043037
0,14
	err	48,3014631043037
0,15
	err	48,3014631043037
0,16
	err	48,3014631043037
0,17
	err	48,3014631043037
0,18
	err	48,3014631043037
0,19
	err	48,3014631043037
0,2
	err	48,3014631043037
0,21
	err	48,3014631043037
0,22
	err	48,3014631043037
0,23
	err	48,3014631043037
0,24
	err	48,3014631043037
0,25
	err	48,3014631043037
0,26
	err	48,3014631043037
0,27
	err	48,3014631043037
0,28
	err	48,3014631043037
0,29
	err	48,3014631043037
0,3
	err	48,3014631043037
0,31
	err	48,3014631043037
0,32
	err	48,3014631043037
0,33
	err	48,3014631043037
0,34
	err	48,3014631043037
0,35
	err	48,3014631043037
0,36
	err	48,3014631043037
0,37
	err	48,3014631043037
0,38
	err	48,3014631043037
0,39
	err	48,3014631043037
0,4
	err	48,3014631043037
0,41
	err	48,3014631043037
0,42
	err	48,3014631043037
0,43
	err	48,3014631043037
0,44
	err	48,3014631043037
0,45
	err	48,3014631043037
0,46
	err	48,3014631043037
0,47
	err	48,3014631043037
0,48
	err	48,3014631043037
0,49
	err	48,3014631043037
0,5
	err	48,3014631043037
0,51
	err	48,3014631043037
0,52
	err	48,3014631043037
0,53
	err	48,3014631043037
0,54
	err	48,3014631043037
0,55
	err	48,3014631043037
0,56
	err	48,3014631043037
0,57
	err	48,3014631043037
0,58
	err	48,3014631043037
0,59
	err	48,3014631043037
0,6
	err	48,3014631043037
0,61
	err	48,3014631043037
0,62
	err	48,3014631043037
0,63
	err	48,3014631043037
0,64
	err	48,3014631043037
0,65
	err	48,3014631043037
0,66
	err	48,3014631043037
0,67
	err	48,3014631043037
0,68
	err	48,3014631043037
0,69
	err	48,3014631043037
0,7
	err	48,3014631043037
0,71
	err	48,3014631043037
0,72
	err	48,3014631043037
0,73
	err	48,3014631043037
0,74
	err	48,3014631043037
0,75
	err	48,3014631043037
0,76
	err	48,3014631043037
0,77
	err	48,3014631043037
0,78
	err	48,3014631043037
0,79
	err	48,3014631043037
0,8
	err	48,3014631043037
0,81
	err	48,3014631043037
0,82
	err	48,3014631043037
0,83
	err	48,3014631043037
0,84
	err	48,3014631043037
0,85
	err	48,3014631043037
0,86
	err	48,3014631043037
0,87
	err	48,3014631043037
0,88
	err	48,3014631043037
0,89
	err	48,3014631043037
0,9
	err	48,3014631043037
0,91
	err	48,3014631043037
0,92
	err	48,3014631043037
0,93
	err	48,3014631043037
0,94
	err	48,3014631043037
0,95
	err	48,3014631043037
0,96
	err	48,3014631043037
0,97
	err	48,3014631043037
0,98
	err	48,3014631043037
0,99
	err	48,3014631043037
1
	err	48,3014631043037
1,01
	err	48,3014631043037
1,02
	err	48,3014631043037
1,03
	err	48,3014631043037
1,04
	err	48,3014631043037
1,05
	err	48,3014631043037
1,06
	err	48,3014631043037
1,07
	err	48,3014631043037
1,08
	err	48,3014631043037
1,09
	err	48,3014631043037
1,1
	err	48,3014631043037
1,11
	err	48,3014631043037
1,12
	err	48,3014631043037
1,13
	err	48,3014631043037
1,14
	err	48,3014631043037
1,15
	err	48,3014631043037
1,16
	err	48,3014631043037
1,17
	err	48,3014631043037
1,18
	err	48,3014631043037
1,19
	err	48,3014631043037
1,2
	err	48,3014631043037
1,21
	err	48,3014631043037
1,22
	err	48,3014631043037
1,23
	err	48,3014631043037
1,24
	err	48,3014631043037
1,25
	err	48,3014631043037
1,26
	err	48,3014631043037
1,27
	err	48,3014631043037
1,28
	err	48,3014631043037
1,29
	err	48,3014631043037
1,3
	err	48,3014631043037
1,31
	err	48,3014631043037
1,32
	err	48,3014631043037
1,33
	err	48,3014631043037
1,34
	err	48,3014631043037
1,35
	err	48,3014631043037
1,36
	err	48,3014631043037
1,37
	err	48,3014631043037
1,38
	err	48,3014631043037
1,39
	err	48,3014631043037
1,4
	err	48,3014631043037
1,41
	err	48,3014631043037
1,42
	err	48,3014631043037
