0
	err	54,1399801143204
0,01
	err	54,1399801143204
0,02
	err	54,1399801143204
0,03
	err	54,1399801143204
0,04
	err	54,1399801143204
0,05
	err	54,1399801143204
0,06
	err	54,1399801143204
0,07
	err	54,1399801143204
0,08
	err	54,1399801143204
0,09
	err	54,1399801143204
0,1
	err	54,1399801143204
0,11
	err	54,1399801143204
0,12
	err	54,1399801143204
0,13
	err	54,1399801143204
0,14
	err	54,1399801143204
0,15
	err	54,1399801143204
0,16
	err	54,1399801143204
0,17
	err	54,1399801143204
0,18
	err	54,1399801143204
0,19
	err	54,1399801143204
0,2
	err	54,1399801143204
0,21
	err	54,1399801143204
0,22
	err	54,1399801143204
0,23
	err	54,1399801143204
0,24
	err	54,1399801143204
0,25
	err	54,1399801143204
0,26
	err	54,1399801143204
0,27
	err	54,1399801143204
0,28
	err	54,1399801143204
0,29
	err	54,1399801143204
0,3
	err	54,1399801143204
0,31
	err	54,1399801143204
0,32
	err	54,1399801143204
0,33
	err	54,1399801143204
0,34
	err	54,1399801143204
0,35
	err	54,1399801143204
0,36
	err	54,1399801143204
0,37
	err	54,1399801143204
0,38
	err	54,1399801143204
0,39
	err	54,1399801143204
0,4
	err	54,1399801143204
0,41
	err	54,1399801143204
0,42
	err	54,1399801143204
0,43
	err	54,1399801143204
0,44
	err	54,1399801143204
0,45
	err	54,1399801143204
0,46
	err	54,1399801143204
0,47
	err	54,1399801143204
0,48
	err	54,1399801143204
0,49
	err	54,1399801143204
0,5
	err	54,1399801143204
0,51
	err	54,1399801143204
0,52
	err	54,1399801143204
0,53
	err	54,1399801143204
0,54
	err	54,1399801143204
0,55
	err	54,1399801143204
0,56
	err	54,1399801143204
0,57
	err	54,1399801143204
0,58
	err	54,1399801143204
0,59
	err	54,1399801143204
0,6
	err	54,1399801143204
0,61
	err	54,1399801143204
0,62
	err	54,1399801143204
0,63
	err	54,1399801143204
0,64
	err	54,1399801143204
0,65
	err	54,1399801143204
0,66
	err	54,1399801143204
0,67
	err	54,1399801143204
0,68
	err	54,1399801143204
0,69
	err	54,1399801143204
0,7
	err	54,1399801143204
0,71
	err	54,1399801143204
0,72
	err	54,1399801143204
0,73
	err	54,1399801143204
0,74
	err	54,1399801143204
0,75
	err	54,1399801143204
0,76
	err	54,1399801143204
0,77
	err	54,1399801143204
0,78
	err	54,1399801143204
0,79
	err	54,1399801143204
0,8
	err	54,1399801143204
0,81
	err	54,1399801143204
0,82
	err	54,1399801143204
0,83
	err	54,1399801143204
0,84
	err	54,1399801143204
0,85
	err	54,1399801143204
0,86
	err	54,1399801143204
0,87
	err	54,1399801143204
0,88
	err	54,1399801143204
0,89
	err	54,1399801143204
0,9
	err	54,1399801143204
0,91
	err	54,1399801143204
0,92
	err	54,1399801143204
0,93
	err	54,1399801143204
0,94
	err	54,1399801143204
0,95
	err	54,1399801143204
0,96
	err	54,1399801143204
0,97
	err	54,1399801143204
0,98
	err	54,1399801143204
0,99
	err	54,1399801143204
1
	err	54,1399801143204
1,01
	err	54,1399801143204
1,02
	err	54,1399801143204
1,03
	err	54,1399801143204
1,04
	err	54,1399801143204
1,05
	err	54,1399801143204
1,06
	err	54,1399801143204
1,07
	err	54,1399801143204
1,08
	err	54,1399801143204
1,09
	err	54,1399801143204
1,1
	err	54,1399801143204
1,11
	err	54,1399801143204
1,12
	err	54,1399801143204
1,13
	err	54,1399801143204
1,14
	err	54,1399801143204
1,15
	err	54,1399801143204
1,16
	err	54,1399801143204
1,17
	err	54,1399801143204
1,18
	err	54,1399801143204
1,19
	err	54,1399801143204
1,2
	err	54,1399801143204
1,21
	err	54,1399801143204
1,22
	err	54,1399801143204
1,23
	err	54,1399801143204
1,24
	err	54,1399801143204
1,25
	err	54,1399801143204
1,26
	err	54,1399801143204
1,27
	err	54,1399801143204
1,28
	err	54,1399801143204
1,29
	err	54,1399801143204
1,3
	err	54,1399801143204
1,31
	err	54,1399801143204
1,32
	err	54,1399801143204
1,33
	err	54,1399801143204
1,34
	err	54,1399801143204
1,35
	err	54,1399801143204
1,36
	err	54,1399801143204
1,37
	err	54,1399801143204
1,38
	err	54,1399801143204
1,39
	err	54,1399801143204
1,4
	err	54,1399801143204
1,41
	err	54,1399801143204
1,42
	err	54,1399801143204
1,43
	err	54,1399801143204
1,44
	err	54,1399801143204
1,45
	err	54,1399801143204
1,46
	err	54,1399801143204
1,47
	err	54,1399801143204
1,48
	err	54,1399801143204
1,49
	err	54,1399801143204
1,5
	err	54,1399801143204
1,51
	err	54,1399801143204
1,52
	err	54,1399801143204
1,53
	err	54,1399801143204
1,54
	err	54,1399801143204
1,55
	err	54,1399801143204
1,56
	err	54,1399801143204
1,57
	err	54,1399801143204
1,58
	err	54,1399801143204
1,59
	err	54,1399801143204
1,6
	err	54,1399801143204
1,61
	err	54,1399801143204
1,62
	err	54,1399801143204
1,63
	err	54,1399801143204
1,64
	err	54,1399801143204
1,65
	err	54,1399801143204
1,66
	err	54,1399801143204
1,67
	err	54,1399801143204
1,68
	err	54,1399801143204
1,69
	err	54,1399801143204
1,7
	err	54,1399801143204
1,71
	err	54,1399801143204
1,72
	err	54,1399801143204
1,73
	err	54,1399801143204
1,74
	err	54,1399801143204
1,75
	err	54,1399801143204
1,76
	err	54,1399801143204
1,77
	err	54,1399801143204
1,78
	err	54,1399801143204
1,79
	err	54,1399801143204
1,8
	err	54,1399801143204
1,81
	err	54,1399801143204
1,82
	err	54,1399801143204
1,83
	err	54,1399801143204
1,84
	err	54,1399801143204
1,85
	err	54,1399801143204
1,86
	err	54,1399801143204
1,87
	err	54,1399801143204
1,88
	err	54,1399801143204
1,89
	err	54,1399801143204
1,9
	err	54,1399801143204
1,91
	err	54,1399801143204
1,92
	err	54,1399801143204
1,93
	err	54,1399801143204
1,94
	err	54,1399801143204
1,95
	err	54,1399801143204
1,96
	err	54,1399801143204
1,97
	err	54,1399801143204
1,98
	err	54,1399801143204
1,99
	err	54,1399801143204
2
	err	54,1399801143204
2,01
	err	54,1399801143204
2,02
	err	54,1399801143204
2,03
	err	54,1399801143204
2,04
	err	54,1399801143204
2,05
	err	54,1399801143204
2,06
	err	54,1399801143204
2,07
	err	54,1399801143204
2,08
	err	54,1399801143204
2,09
	err	54,1399801143204
2,1
	err	54,1399801143204
2,11
	err	54,1399801143204
2,12
	err	54,1399801143204
2,13
	err	54,1399801143204
2,14
	err	54,1399801143204
2,15
	err	54,1399801143204
2,16
	err	54,1399801143204
2,17
	err	54,1399801143204
2,18
	err	54,1399801143204
2,19
	err	54,1399801143204
2,2
	err	54,1399801143204
2,21
	err	54,1399801143204
2,22
	err	54,1399801143204
2,23
	err	54,1399801143204
2,24
	err	54,1399801143204
2,25
	err	54,1399801143204
2,26
	err	54,1399801143204
2,27
	err	54,1399801143204
2,28
	err	54,1399801143204
2,29
	err	54,1399801143204
2,3
	err	54,1399801143204
2,31
	err	54,1399801143204
2,32
	err	54,1399801143204
2,33
	err	54,1399801143204
2,34
	err	54,1399801143204
2,35
	err	54,1399801143204
2,36
	err	54,1399801143204
2,37
	err	54,1399801143204
2,38
	err	54,1399801143204
2,39
	err	54,1399801143204
2,4
	err	54,1399801143204
2,41
	err	54,1399801143204
2,42
	err	54,1399801143204
2,43
	err	54,1399801143204
2,44
	err	54,1399801143204
2,45
	err	54,1399801143204
2,46
	err	54,1399801143204
2,47
	err	54,1399801143204
2,48
	err	54,1399801143204
2,49
	err	54,1399801143204
2,5
	err	54,1399801143204
2,51
	err	54,1399801143204
2,52
	err	54,1399801143204
2,53
	err	54,1399801143204
2,54
	err	54,1399801143204
2,55
	err	54,1399801143204
2,56
	err	54,1399801143204
2,57
