0
	err	978,079781843631
0,01
	err	978,079781843631
0,02
	err	978,079781843631
0,03
	err	978,079781843631
0,04
	err	978,079781843631
0,05
	err	978,079781843631
0,06
	err	978,079781843631
0,07
	err	978,079781843631
0,08
	err	978,079781843631
0,09
	err	978,079781843631
0,1
	err	978,079781843631
0,11
	err	978,079781843631
0,12
	err	978,079781843631
0,13
	err	978,079781843631
0,14
	err	978,079781843631
0,15
	err	978,079781843631
0,16
	err	978,079781843631
0,17
	err	978,079781843631
0,18
	err	978,079781843631
0,19
	err	978,079781843631
0,2
	err	978,079781843631
0,21
	err	978,079781843631
0,22
	err	978,079781843631
0,23
	err	978,079781843631
0,24
	err	978,079781843631
0,25
	err	978,079781843631
0,26
	err	978,079781843631
0,27
	err	978,079781843631
0,28
	err	978,079781843631
0,29
	err	978,079781843631
0,3
	err	978,079781843631
0,31
	err	978,079781843631
0,32
	err	978,079781843631
0,33
	err	978,079781843631
0,34
	err	978,079781843631
0,35
	err	978,079781843631
0,36
	err	978,079781843631
0,37
	err	978,079781843631
0,38
	err	978,079781843631
0,39
	err	978,079781843631
0,4
	err	978,079781843631
0,41
	err	978,079781843631
0,42
	err	978,079781843631
0,43
	err	978,079781843631
0,44
	err	978,079781843631
0,45
	err	978,079781843631
0,46
	err	978,079781843631
0,47
	err	978,079781843631
0,48
	err	978,079781843631
0,49
	err	978,079781843631
0,5
	err	978,079781843631
0,51
	err	978,079781843631
0,52
	err	978,079781843631
0,53
	err	978,079781843631
0,54
	err	978,079781843631
0,55
	err	978,079781843631
0,56
	err	978,079781843631
0,57
	err	978,079781843631
0,58
	err	978,079781843631
0,59
	err	978,079781843631
0,6
	err	978,079781843631
0,61
	err	978,079781843631
0,62
	err	978,079781843631
0,63
	err	978,079781843631
0,64
	err	978,079781843631
0,65
	err	978,079781843631
0,66
	err	978,079781843631
0,67
	err	978,079781843631
0,68
	err	978,079781843631
0,69
	err	978,079781843631
0,7
	err	978,079781843631
0,71
	err	978,079781843631
0,72
	err	978,079781843631
0,73
	err	978,079781843631
0,74
	err	978,079781843631
0,75
	err	978,079781843631
0,76
	err	978,079781843631
0,77
	err	978,079781843631
0,78
