0
	err	4,12526707224101
0,01
	err	4,12526707224101
0,02
	err	4,12526707224101
0,03
	err	4,12526707224101
0,04
	err	4,12526707224101
0,05
	err	4,12526707224101
0,06
	err	4,12526707224101
0,07
	err	4,12526707224101
0,08
	err	4,12526707224101
0,09
	err	4,12526707224101
0,1
	err	4,12526707224101
0,11
	err	4,12526707224101
0,12
	err	4,12526707224101
0,13
	err	4,12526707224101
0,14
	err	4,12526707224101
0,15
	err	4,12526707224101
0,16
	err	4,12526707224101
0,17
	err	4,12526707224101
0,18
	err	4,12526707224101
0,19
	err	4,12526707224101
0,2
	err	4,12526707224101
0,21
	err	4,12526707224101
0,22
	err	4,12526707224101
0,23
	err	4,12526707224101
0,24
	err	4,12526707224101
0,25
	err	4,12526707224101
0,26
	err	4,12526707224101
0,27
	err	4,12526707224101
0,28
	err	4,12526707224101
0,29
	err	4,12526707224101
0,3
	err	4,12526707224101
0,31
	err	4,12526707224101
0,32
	err	4,12526707224101
0,33
	err	4,12526707224101
0,34
	err	4,12526707224101
0,35
	err	4,12526707224101
0,36
	err	4,12526707224101
0,37
	err	4,12526707224101
0,38
	err	4,12526707224101
0,39
	err	4,12526707224101
0,4
	err	4,12526707224101
0,41
	err	4,12526707224101
0,42
	err	4,12526707224101
0,43
	err	4,12526707224101
0,44
	err	4,12526707224101
0,45
	err	4,12526707224101
0,46
	err	4,12526707224101
0,47
	err	4,12526707224101
0,48
	err	4,12526707224101
0,49
	err	4,12526707224101
0,5
	err	4,12526707224101
0,51
	err	4,12526707224101
0,52
	err	4,12526707224101
0,53
	err	4,12526707224101
0,54
	err	4,12526707224101
0,55
	err	4,12526707224101
0,56
	err	4,12526707224101
0,57
	err	4,12526707224101
0,58
	err	4,12526707224101
0,59
	err	4,12526707224101
0,6
	err	4,12526707224101
0,61
	err	4,12526707224101
0,62
	err	4,12526707224101
0,63
	err	4,12526707224101
0,64
	err	4,12526707224101
0,65
	err	4,12526707224101
0,66
	err	4,12526707224101
0,67
	err	4,12526707224101
0,68
	err	4,12526707224101
0,69
	err	4,12526707224101
0,7
	err	4,12526707224101
0,71
	err	4,12526707224101
0,72
	err	4,12526707224101
0,73
	err	4,12526707224101
0,74
	err	4,12526707224101
0,75
	err	4,12526707224101
0,76
	err	4,12526707224101
0,77
	err	4,12526707224101
0,78
	err	4,12526707224101
0,79
	err	4,12526707224101
0,8
	err	4,12526707224101
0,81
	err	4,12526707224101
0,82
	err	4,12526707224101
0,83
	err	4,12526707224101
0,84
	err	4,12526707224101
0,85
	err	4,12526707224101
0,86
	err	4,12526707224101
0,87
	err	4,12526707224101
0,88
	err	4,12526707224101
0,89
	err	4,12526707224101
0,9
	err	4,12526707224101
0,91
	err	4,12526707224101
0,92
	err	4,12526707224101
0,93
	err	4,12526707224101
0,94
	err	4,12526707224101
0,95
	err	4,12526707224101
0,96
	err	4,12526707224101
0,97
	err	4,12526707224101
0,98
	err	4,12526707224101
0,99
	err	4,12526707224101
1
	err	4,12526707224101
1,01
	err	4,12526707224101
1,02
	err	4,12526707224101
1,03
	err	4,12526707224101
1,04
	err	4,12526707224101
1,05
	err	4,12526707224101
1,06
	err	4,12526707224101
1,07
	err	4,12526707224101
1,08
	err	4,12526707224101
1,09
	err	4,12526707224101
1,1
	err	4,12526707224101
1,11
	err	4,12526707224101
1,12
	err	4,12526707224101
1,13
	err	4,12526707224101
1,14
	err	4,12526707224101
1,15
	err	4,12526707224101
1,16
	err	4,12526707224101
1,17
	err	4,12526707224101
1,18
	err	4,12526707224101
1,19
	err	4,12526707224101
1,2
	err	4,12526707224101
1,21
	err	4,12526707224101
1,22
	err	4,12526707224101
1,23
	err	4,12526707224101
1,24
	err	4,12526707224101
1,25
	err	4,12526707224101
1,26
	err	4,12526707224101
1,27
	err	4,12526707224101
1,28
	err	4,12526707224101
1,29
	err	4,12526707224101
1,3
	err	4,12526707224101
1,31
	err	4,12526707224101
1,32
	err	4,12526707224101
1,33
	err	4,12526707224101
1,34
	err	4,12526707224101
1,35
	err	4,12526707224101
1,36
	err	4,12526707224101
1,37
	err	4,12526707224101
1,38
	err	4,12526707224101
1,39
	err	4,12526707224101
1,4
	err	4,12526707224101
1,41
	err	4,12526707224101
1,42
	err	4,12526707224101
1,43
	err	4,12526707224101
1,44
	err	4,12526707224101
1,45
	err	4,12526707224101
1,46
	err	4,12526707224101
1,47
	err	4,12526707224101
1,48
	err	4,12526707224101
1,49
	err	4,12526707224101
1,5
	err	4,12526707224101
1,51
