Formula	SW_Score	Satisfied
SEED: ForAll,i,>=,0,ToInt,10000.000000,And,i,<,30000000,ToInt,10000.000000,gear[(i-1)],!=,3,And,gear[i],==,3,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,2500000,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,3	-	-
00: ForAll,i,>=,2990107,ToInt,10000.000000,And,i,<,33612227,ToInt,10000.000000,gear[(i-1)],!=,3,And,gear[i],==,3,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,1006146,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,3	102.0	True
01: ForAll,i,>=,11381839,ToInt,10000.000000,And,i,<,16837602,ToInt,10000.000000,gear[(i-1)],!=,3,And,gear[i],==,3,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,3368204,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,3	102.0	True
02: ForAll,i,>=,2725087,ToInt,10000.000000,And,i,<,44824933,ToInt,10000.000000,gear[(i-1)],!=,3,And,gear[i],==,3,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,2512944,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,3	102.0	False
03: ForAll,i,>=,7946598,ToInt,10000.000000,And,i,<,33810518,ToInt,10000.000000,gear[(i-1)],!=,3,And,gear[i],==,3,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,4567822,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,3	102.0	False
04: ForAll,i,>=,562102,ToInt,10000.000000,And,i,<,19786100,ToInt,10000.000000,gear[(i-1)],!=,3,And,gear[i],==,3,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,1478381,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,3	102.0	True
05: ForAll,i,>=,1901085,ToInt,10000.000000,And,i,<,15088436,ToInt,10000.000000,gear[(i-1)],!=,3,And,gear[i],==,3,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,236614,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,3	102.0	True
06: ForAll,i,>=,7011472,ToInt,10000.000000,And,i,<,32926816,ToInt,10000.000000,gear[(i-1)],!=,3,And,gear[i],==,3,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,4091924,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,3	102.0	False
07: ForAll,i,>=,1425120,ToInt,10000.000000,And,i,<,28291440,ToInt,10000.000000,gear[(i-1)],!=,3,And,gear[i],==,3,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,1664512,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,3	102.0	True
08: ForAll,i,>=,7421136,ToInt,10000.000000,And,i,<,25176399,ToInt,10000.000000,gear[(i-1)],!=,3,And,gear[i],==,3,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,3402347,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,3	102.0	False
09: ForAll,i,>=,11510104,ToInt,10000.000000,And,i,<,24821165,ToInt,10000.000000,gear[(i-1)],!=,3,And,gear[i],==,3,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,4420626,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,3	102.0	False


