@relation all.2024-04-14_12_53_26.831919


@attribute QUANTIFIERS0 {ForAll, Exists}
@attribute TERM0 {t2, gear[(i-1)], i, timestamps[i], gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)], gear[i]}
@attribute RELATIONALS0 {<, >, <=, >=}
@attribute NUM0 NUMERIC
@attribute FUNC0 {ToInt}
@attribute NUM1 NUMERIC
@attribute LOGICALS0 {And, Or}
@attribute TERM1 {t2, gear[(i-1)], i, timestamps[i], gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)], gear[i]}
@attribute RELATIONALS1 {<, >, <=, >=}
@attribute NUM2 NUMERIC
@attribute FUNC1 {ToInt}
@attribute NUM3 NUMERIC
@attribute TERM2 {t2, gear[(i-1)], i, timestamps[i], gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)], gear[i]}
@attribute EQUALS0 {==, !=}
@attribute NUM4 NUMERIC
@attribute LOGICALS1 {And, Or}
@attribute TERM3 {t2, gear[(i-1)], i, timestamps[i], gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)], gear[i]}
@attribute EQUALS1 {==, !=}
@attribute NUM5 NUMERIC
@attribute IMP0 {Implies}
@attribute QUANTIFIERS1 {ForAll, Exists}
@attribute TERM4 {t2, gear[(i-1)], i, timestamps[i], gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)], gear[i]}
@attribute RELATIONALS2 {<, >, <=, >=}
@attribute TERM5 {t2, gear[(i-1)], i, timestamps[i], gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)], gear[i]}
@attribute LOGICALS2 {And, Or}
@attribute TERM6 {t2, gear[(i-1)], i, timestamps[i], gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)], gear[i]}
@attribute RELATIONALS3 {<, >, <=, >=}
@attribute TERM7 {t2, gear[(i-1)], i, timestamps[i], gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)], gear[i]}
@attribute ARITHMETICS0 {+, -, *, /}
@attribute NUM6 NUMERIC
@attribute TERM8 {t2, gear[(i-1)], i, timestamps[i], gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)], gear[i]}
@attribute EQUALS2 {==, !=}
@attribute NUM7 NUMERIC
@attribute VEREDICT {TRUE, FALSE}

@data
ForAll,i,>=,0,ToInt,10000.000000,And,i,<,30000000,ToInt,10000.000000,gear[(i-1)],!=,2,And,gear[i],==,2,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,72904,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,2,TRUE
ForAll,i,>=,0,ToInt,10000.000000,And,i,<,30000000,ToInt,10000.000000,gear[(i-1)],!=,2,And,gear[i],==,2,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,1047152,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,2,TRUE
ForAll,i,>=,0,ToInt,10000.000000,And,i,<,30000000,ToInt,10000.000000,gear[(i-1)],!=,2,And,gear[i],==,2,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,187249,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,2,TRUE
ForAll,i,>=,0,ToInt,10000.000000,And,i,<,30000000,ToInt,10000.000000,gear[(i-1)],!=,2,And,gear[i],==,2,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,170046,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,2,TRUE
ForAll,i,>=,0,ToInt,10000.000000,And,i,<,30000000,ToInt,10000.000000,gear[(i-1)],!=,2,And,gear[i],==,2,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,462277,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,2,TRUE
ForAll,i,>=,0,ToInt,10000.000000,And,i,<,30000000,ToInt,10000.000000,gear[(i-1)],!=,2,And,gear[i],==,2,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,628311,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,2,TRUE
ForAll,i,>=,0,ToInt,10000.000000,And,i,<,30000000,ToInt,10000.000000,gear[(i-1)],!=,2,And,gear[i],==,2,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,792062,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,2,TRUE
ForAll,i,>=,0,ToInt,10000.000000,And,i,<,30000000,ToInt,10000.000000,gear[(i-1)],!=,2,And,gear[i],==,2,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,940178,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,2,TRUE
ForAll,i,>=,0,ToInt,10000.000000,And,i,<,30000000,ToInt,10000.000000,gear[(i-1)],!=,2,And,gear[i],==,2,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,276613,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,2,TRUE
ForAll,i,>=,0,ToInt,10000.000000,And,i,<,30000000,ToInt,10000.000000,gear[(i-1)],!=,2,And,gear[i],==,2,Implies,ForAll,timestamps[i],<=,t2,And,t2,<=,timestamps[i],+,122066,gear[ToInt(RealVal(0)+(t2-0.0)/10000.0)],==,2,TRUE
