@relation all.2024-04-14_12_53_26.823514


@attribute QUANTIFIERS0 {ForAll, Exists}
@attribute NUM0 NUMERIC
@attribute RELATIONALS0 {<, >, <=, >=}
@attribute TERM0 {e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)], t}
@attribute LOGICALS0 {And, Or}
@attribute TERM1 {e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)], t}
@attribute RELATIONALS1 {<, >, <=, >=}
@attribute NUM1 NUMERIC
@attribute TERM2 {e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)], t}
@attribute RELATIONALS2 {<, >, <=, >=}
@attribute NUM2 NUMERIC
@attribute VEREDICT {TRUE, FALSE}

@data
ForAll,2719136,<=,t,And,t,<=,10442324,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4760.776272,TRUE
ForAll,1965141,<=,t,And,t,<=,14326572,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4798.666939,TRUE
ForAll,3733433,<=,t,And,t,<=,5344750,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4718.459172,TRUE
ForAll,83544,<=,t,And,t,<=,6865920,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4737.809971,TRUE
ForAll,4466993,<=,t,And,t,<=,13368348,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4772.781959,TRUE
ForAll,4710712,<=,t,And,t,<=,13708876,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4763.644541,TRUE
ForAll,4212015,<=,t,And,t,<=,6612572,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4751.375631,TRUE
ForAll,3799126,<=,t,And,t,<=,11907656,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4774.373808,TRUE
ForAll,412376,<=,t,And,t,<=,5200601,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4762.032955,TRUE
ForAll,4924954,<=,t,And,t,<=,8605989,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4799.993951,TRUE
ForAll,2104829,<=,t,And,t,<=,5079959,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4716.744050,TRUE
ForAll,710002,<=,t,And,t,<=,10583916,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4757.497825,TRUE
ForAll,241356,<=,t,And,t,<=,12164157,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4773.205820,TRUE
ForAll,1977565,<=,t,And,t,<=,5634185,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4778.535146,TRUE
ForAll,2788632,<=,t,And,t,<=,7061427,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4747.419946,TRUE
ForAll,1524057,<=,t,And,t,<=,13837516,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4768.489988,TRUE
ForAll,2255152,<=,t,And,t,<=,12529475,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4763.827141,TRUE
ForAll,1501472,<=,t,And,t,<=,8504045,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4763.712951,TRUE
ForAll,2130958,<=,t,And,t,<=,5055491,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4768.617799,TRUE
ForAll,1521153,<=,t,And,t,<=,7113525,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4766.033395,TRUE
ForAll,4763493,<=,t,And,t,<=,14414188,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4758.083309,TRUE
ForAll,4114760,<=,t,And,t,<=,6346213,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4700.811614,TRUE
ForAll,3036348,<=,t,And,t,<=,6449557,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4775.191891,TRUE
ForAll,4753390,<=,t,And,t,<=,8385948,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4757.434995,TRUE
ForAll,1217327,<=,t,And,t,<=,6685772,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4765.545009,TRUE
ForAll,3088270,<=,t,And,t,<=,6404348,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4723.335792,TRUE
ForAll,3494782,<=,t,And,t,<=,13712825,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4794.170676,TRUE
ForAll,3227553,<=,t,And,t,<=,5394401,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4783.662297,TRUE
ForAll,40001,<=,t,And,t,<=,13610788,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4759.930558,TRUE
ForAll,2380101,<=,t,And,t,<=,5443968,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4757.208939,TRUE
ForAll,148110,<=,t,And,t,<=,8934917,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4789.739990,TRUE
ForAll,477136,<=,t,And,t,<=,9463963,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4757.271523,TRUE
ForAll,1552123,<=,t,And,t,<=,12944877,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4757.179286,TRUE
ForAll,857181,<=,t,And,t,<=,11139117,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4794.131965,TRUE
ForAll,2361862,<=,t,And,t,<=,6414997,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4799.850058,TRUE
ForAll,2644110,<=,t,And,t,<=,11201978,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4790.736937,TRUE
ForAll,3631768,<=,t,And,t,<=,6075189,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4738.104876,TRUE
ForAll,3645902,<=,t,And,t,<=,6078597,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4785.880715,TRUE
ForAll,3993173,<=,t,And,t,<=,5973168,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4722.357703,TRUE
ForAll,678650,<=,t,And,t,<=,6209825,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4715.277293,TRUE
ForAll,4793751,<=,t,And,t,<=,5080031,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4762.103273,TRUE
ForAll,843149,<=,t,And,t,<=,6122244,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4795.070584,TRUE
ForAll,745849,<=,t,And,t,<=,10039087,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4759.746668,TRUE
ForAll,647342,<=,t,And,t,<=,9854587,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4776.238742,TRUE
ForAll,3324169,<=,t,And,t,<=,7299863,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4787.047485,TRUE
ForAll,1620059,<=,t,And,t,<=,14295834,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4759.422909,TRUE
ForAll,3413775,<=,t,And,t,<=,8803543,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4780.567245,TRUE
ForAll,1902986,<=,t,And,t,<=,14280293,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4796.386068,TRUE
ForAll,4170326,<=,t,And,t,<=,6125853,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4773.303601,TRUE
ForAll,3490149,<=,t,And,t,<=,8892564,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4756.737110,TRUE
ForAll,349166,<=,t,And,t,<=,5786897,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4774.989157,TRUE
ForAll,1003094,<=,t,And,t,<=,8059829,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4798.306309,TRUE
ForAll,1762422,<=,t,And,t,<=,9956183,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4773.752422,TRUE
ForAll,577348,<=,t,And,t,<=,6191441,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4748.881363,TRUE
ForAll,835719,<=,t,And,t,<=,5013946,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4750.671604,TRUE
ForAll,1784210,<=,t,And,t,<=,6765765,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4793.328806,TRUE
ForAll,312915,<=,t,And,t,<=,7342596,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4776.459525,TRUE
ForAll,2152780,<=,t,And,t,<=,13411063,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4762.836057,TRUE
ForAll,3835809,<=,t,And,t,<=,14673065,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4783.134828,TRUE
ForAll,3286551,<=,t,And,t,<=,10865755,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4754.610056,TRUE
ForAll,1566169,<=,t,And,t,<=,10183756,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4797.696584,TRUE
ForAll,698661,<=,t,And,t,<=,6970981,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4766.965033,TRUE
ForAll,3436442,<=,t,And,t,<=,5431028,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4787.454924,TRUE
ForAll,1960818,<=,t,And,t,<=,7151408,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4711.325309,TRUE
ForAll,1923587,<=,t,And,t,<=,7029662,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4780.522934,TRUE
ForAll,534781,<=,t,And,t,<=,13862847,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4787.582285,TRUE
ForAll,582182,<=,t,And,t,<=,9415566,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4789.344483,TRUE
ForAll,1290021,<=,t,And,t,<=,6911390,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4788.657904,TRUE
ForAll,389761,<=,t,And,t,<=,6392720,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4730.038479,TRUE
ForAll,756316,<=,t,And,t,<=,9278045,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4770.758199,TRUE
ForAll,3412666,<=,t,And,t,<=,9245982,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4777.299129,TRUE
ForAll,221409,<=,t,And,t,<=,6978086,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4757.313115,TRUE
ForAll,2482854,<=,t,And,t,<=,6760860,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4732.575053,TRUE
ForAll,2122406,<=,t,And,t,<=,7841841,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4786.555650,TRUE
ForAll,3939948,<=,t,And,t,<=,5245527,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4772.814606,TRUE
ForAll,997105,<=,t,And,t,<=,6881021,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4747.785080,TRUE
ForAll,1582428,<=,t,And,t,<=,6390256,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4731.007483,TRUE
ForAll,2216872,<=,t,And,t,<=,6805866,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4772.624896,TRUE
ForAll,2824743,<=,t,And,t,<=,5233875,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4783.261188,TRUE
ForAll,3962238,<=,t,And,t,<=,8377688,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4783.046499,TRUE
ForAll,1770734,<=,t,And,t,<=,12136260,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4777.071889,TRUE
ForAll,1535501,<=,t,And,t,<=,12698141,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4793.136520,TRUE
ForAll,4318417,<=,t,And,t,<=,8261871,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4772.650266,TRUE
ForAll,326020,<=,t,And,t,<=,9969123,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4774.732829,TRUE
ForAll,321467,<=,t,And,t,<=,7839002,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4765.149192,TRUE
ForAll,174250,<=,t,And,t,<=,9978837,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4767.625648,TRUE
ForAll,729896,<=,t,And,t,<=,7397531,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4760.535386,TRUE
ForAll,1827167,<=,t,And,t,<=,8577096,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4776.172026,TRUE
ForAll,2383926,<=,t,And,t,<=,8494845,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4762.025902,TRUE
ForAll,4855250,<=,t,And,t,<=,10574453,e_speed[ToInt(RealVal(0)+(t-0.0)/10000.0)],<,4757.721246,TRUE
